name,retinue,weapon,shield,armor,ranged,has_tiltyard,size,extra_tags,upkeep_per_retinue,playstyle,tiltyard_mastery,pursuits,military_pursuit_count,domain_count
"Sgt/BattleAxe/Chain [MiMiStM, (RInd, SProw, NPie, NCun)]|M6",Sergeant,Battle Axe,,Chainmail,,False,25,"Parry +1,Parry,Seize: first,Crit 8,Immune Blocked,MaxInit3,Init +1",1400,,False,Academy|Animal Husbandry|Armory|Blacksmith|Furnace|Levy Hall|Ministry of Military Strategy|Stable|Tannery|University|War College,6,13
"Sgt/Halberd/Chain [(EInd, EProw, NPie, NCun), Nimble, Serr]|M6",Sergeant,Halberd,,Chainmail,,False,25,"Immune Blocked,Parry,Nimble,Serrated",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Conditioning Field|Furnace|Levy Hall|Master Workshop|Tannery|War College,6,12
"Sgt/Cudgel/Chain [(RInd, EProw, NPie, NCun), Nimble]|M6",Sergeant,Cudgel,,Chainmail,,False,25,"Immune Blocked,Parry,Nimble",600,,False,Academy|Animal Husbandry|Armory|Blacksmith|Butchery|Conditioning Field|Furnace|Levy Hall|Tannery|War College,6,9
"Sgt/FarmTools/Targe/Cloth [(EInd, EProw, NPie, NCun), Nimble, Serr]|M6",Sergeant,Farm Tools,Targe Shield,Cloth,,False,25,"Immune Blocked,Parry,Nimble,Serrated",1400,,False,Academy|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Master Workshop|War College,6,12
"Sgt/Flail/Kite/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Temp]|M6",Sergeant,Flail,Kite Shield,Full Plate,,False,25,"Immune Blocked,Parry,Nimble,Tempered",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Joinery|Levy Hall|Tannery|War College,6,12
"Sgt/Arming/Kite/Leather [(RInd, EProw, NPie, NCun), Nimble]|M6",Sergeant,Arming Sword,Kite Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Tannery|War College,6,9
"Sgt/Pike/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Serr, Temp]|M6",Sergeant,Pike,,Full Plate,,False,25,"Nimble,Parry,Tempered,Serrated,Immune Blocked",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Conditioning Field|Furnace|Gilded Foundry|Levy Hall|Master Workshop|Tannery|War College,6,12
"Sgt/ShortSword/Tower/Leather [(EInd, EProw, NPie, NCun), Nimble, Parry +1, Riposte]|M6",Sergeant,Short Sword,Tower Shield,Leather,,False,25,"Parry +1,Nimble,Parry,Riposte,Immune Blocked",1400,,False,Academy|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Grand Tournament|Joinery|Levy Hall|Tannery|War College,6,12
"Sgt/FarmTools/Targe/Chain [(RInd, EProw, NPie, NCun), Nimble]|M6",Sergeant,Farm Tools,Targe Shield,Chainmail,,False,25,"Immune Blocked,Parry,Nimble",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Tannery|War College,6,9
"Sgt/Cudgel+HuntBow/Cloth (TY) [(NInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M6",Sergeant,Cudgel,,Cloth,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Academy|Carpentry|Coliseum|Conditioning Field|Fletchery|Levy Hall|Tiltyard|War College,6,6
"Sgt/Halberd/FullPlate [MiMiStM, (EInd, SProw, NPie, NCun), Temp]|M6",Sergeant,Halberd,,Full Plate,,False,25,"Parry +1,Immune Blocked,MaxInit3,Init +1,Parry,Seize: first,Tempered,Crit 8",1400,,False,Academy|Animal Husbandry|Armory|Blacksmith|Furnace|Gilded Foundry|Levy Hall|Ministry of Military Strategy|Stable|Tannery|University|War College,6,16
"Sgt/WarHammer/Cloth [(EInd, EProw, NPie, NCun), Nimble, Recover 8]|M6",Sergeant,War Hammer,,Cloth,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1800,,False,Academy|Apothecary|Blacksmith|Conditioning Field|Forge|Furnace|Herb Garden|Levy Hall|War College,6,12
"Sgt/Pike/Leather [(RInd, EProw, NPie, NCun), Nimble]|M6",Sergeant,Pike,,Leather,,False,25,"Immune Blocked,Parry,Nimble",1600,,False,Academy|Animal Husbandry|Blacksmith|Conditioning Field|Furnace|Levy Hall|Stable|Tannery|War College,6,9
"Sgt/Cavalry Spear/Buckler/Leather [MiMiStM, (RInd, SProw, NPie, NCun)]|M6",Sergeant,Cavalry Spear,Buckler Shield,Leather,,False,25,"Parry +1,Parry,Seize: first,Crit 8,Immune Blocked,MaxInit3,Init +1",1400,,False,Academy|Animal Husbandry|Blacksmith|Carpentry|Furnace|Joinery|Levy Hall|Ministry of Military Strategy|Tannery|University|War College,6,13
"Sgt/Arming/Kite/FullPlate [MiMiStM, (EInd, SProw, NPie, NCun), Temp]|M6",Sergeant,Arming Sword,Kite Shield,Full Plate,,False,25,"Parry +1,Immune Blocked,MaxInit3,Init +1,Parry,Seize: first,Tempered,Crit 8",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Furnace|Gilded Foundry|Joinery|Levy Hall|Ministry of Military Strategy|Tannery|University|War College,6,16
"Sgt/Arming/Tower/Chain [MiMiStM, (EInd, SProw, NPie, NCun)]|M6",Sergeant,Arming Sword,Tower Shield,Chainmail,,False,25,"Parry +1,Parry,Seize: first,Crit 8,Immune Blocked,MaxInit3,Init +1",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Forge|Furnace|Joinery|Levy Hall|Ministry of Military Strategy|Tannery|University|War College,6,16
"Sgt/Cavalry Spear/Targe/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Temp]|M6",Sergeant,Cavalry Spear,Targe Shield,Full Plate,,False,25,"Immune Blocked,Parry,Nimble,Tempered",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Joinery|Levy Hall|Tannery|War College,6,12
"Sgt/FarmTools/Leather [(NInd, EProw, NPie, NCun), Nimble, Recover 8]|M6",Sergeant,Farm Tools,,Leather,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1600,,False,Academy|Animal Husbandry|Apothecary|Conditioning Field|Herb Garden|Levy Hall|Tannery|War College,6,6
"Sgt/Spears/Targe/Cloth [(EInd, EProw, NPie, NCun), Nimble, Serr]|M6",Sergeant,Spears,Targe Shield,Cloth,,False,25,"Immune Blocked,Parry,Nimble,Serrated",1400,,False,Academy|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Master Workshop|War College,6,12
"Sgt/Cavalry Spear/Kite/Leather [RoPaI, (RInd, SProw, NPie, NCun)]|M6",Sergeant,Cavalry Spear,Kite Shield,Leather,,False,25,"Immune Blocked,Parry,Immune Strain",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Furnace|Joinery|Levy Hall|Royal Pavilion|Tannery|War College,6,13
"Sgt/ShortSword/Targe/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Serr, Temp]|M7",Sergeant,Short Sword,Targe Shield,Full Plate,,False,25,"Nimble,Parry,Tempered,Serrated,Immune Blocked",1000,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Joinery|Levy Hall|Master Workshop|Tannery|War College,7,12
"Sgt/Flail/Kite/Cloth [RoPaM, (RInd, SProw, NPie, NCun), Parry +1]|M7",Sergeant,Flail,Kite Shield,Cloth,,False,25,"Parry +1,Parry,Drilled,Immune Blocked,Immune Strain",1200,,False,Academy|Armory|Blacksmith|Carpentry|Furnace|Grand Tournament|Joinery|Levy Hall|Royal Pavilion|Tannery|Tiltyard|War College,7,13
"Sgt/Poleaxe/Leather [ABFM, (SInd, EProw, NPie, NCun), Nimble, Parry +1, Riposte, Serr, Temp]|M7",Sergeant,Poleaxe,,Leather,,False,25,"ABF,Nimble,Parry +1,Serrated,Immune Blocked,Parry,Tempered,Riposte",700,,False,ABF|Academy|Animal Husbandry|Armory|Blacksmith|Coliseum|Conditioning Field|Forge|Furnace|Gilded Foundry|Grand Tournament|Levy Hall|Master Workshop|Stable|Tannery|War College,7,16
"Sgt/FarmTools/Buckler/Leather [(RInd, EProw, NPie, NCun), Nimble, Recover 8]|M7",Sergeant,Farm Tools,Buckler Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1400,,False,Academy|Animal Husbandry|Apothecary|Carpentry|Conditioning Field|Herb Garden|Joinery|Levy Hall|Tannery|War College,7,9
"Sgt/FarmTools/Cloth [(NInd, EProw, EPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Sergeant,Farm Tools,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Poison,Recover 6,Parry,Shake +1",1600,,False,Academy|Alchemy|Apothecary|Conditioning Field|Herb Garden|Hospitaller|Infirmary|Levy Hall|Stable|Toxicarium|War College,7,15
"Sgt/BattleAxe/Cloth [(RInd, EProw, EPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Sergeant,Battle Axe,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Poison,Recover 6,Parry,Shake +1",1600,,False,Academy|Alchemy|Apothecary|Blacksmith|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Levy Hall|Toxicarium|War College,7,18
"Sgt/Lance/Targe/Cloth [(EInd, EProw, NPie, NCun), Nimble, Recover 8]|M7",Sergeant,Lance,Targe Shield,Cloth,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1600,,False,Academy|Apothecary|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Herb Garden|Joinery|Levy Hall|War College,7,12
"Sgt/WarHammer/Cloth [(EInd, EProw, EPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Sergeant,War Hammer,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Poison,Recover 6,Parry,Shake +1",1600,,False,Academy|Alchemy|Apothecary|Blacksmith|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Levy Hall|Toxicarium|War College,7,21
"Sgt/Pike+Longbow/Cloth (TY) [(RInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Pike,,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Levy Hall|Tiltyard|War College,7,9
"Sgt/Spears/Targe/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Temp]|M7",Sergeant,Spears,Targe Shield,Full Plate,,False,25,"Immune Blocked,Parry,Nimble,Tempered",400,,False,Academy|Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Joinery|Levy Hall|Tannery|War College,7,12
"Sgt/ShortSword+Crossbow/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte]|M7",Sergeant,Short Sword,,Cloth,Crossbow,True,25,"Parry +1,Nimble,Immune Unwieldy,Parry,Riposte,Immune Blocked,Florentine",1600,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Levy Hall|Tiltyard|War College,7,12
"Sgt/Flail/Kite/Leather [(EInd, EProw, NPie, NCun), Nimble, Serr]|M7",Sergeant,Flail,Kite Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble,Serrated",1000,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Master Workshop|Tannery|War College,7,12
"Sgt/ShortSword/Kite/Cloth [(RInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Short Sword,Kite Shield,Cloth,,False,25,"Immune Blocked,Parry,Nimble",1200,,False,Academy|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Stable|Tannery|War College,7,9
"Sgt/Cavalry Spear/Targe/Leather [(RInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Cavalry Spear,Targe Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",1400,,False,Academy|Animal Husbandry|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Stable|Tannery|War College,7,9
"Sgt/Cavalry Spear/Kite/Chain [MiMiStM, (RInd, SProw, NPie, NCun)]|M7",Sergeant,Cavalry Spear,Kite Shield,Chainmail,,False,25,"Parry +1,Parry,Seize: first,Crit 8,Immune Blocked,MaxInit3,Init +1",400,,False,Academy|Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Furnace|Joinery|Levy Hall|Ministry of Military Strategy|Tannery|University|War College,7,13
"Sgt/Flail/Kite/Leather [(RInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Flail,Kite Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",400,,False,Academy|Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Tannery|War College,7,9
"Sgt/ShortSword/Tower/Chain [MiMiStM, (EInd, SProw, NPie, NCun)]|M7",Sergeant,Short Sword,Tower Shield,Chainmail,,False,25,"Parry +1,Parry,Seize: first,Crit 8,Immune Blocked,MaxInit3,Init +1",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Forge|Furnace|Joinery|Levy Hall|Ministry of Military Strategy|Stable|Tannery|University|War College,7,16
"Sgt/2HBastard/Cloth [(EInd, EProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M7",Sergeant,2HBastard,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Parry,Shake +1",1500,,False,Academy|Alchemy|Apothecary|Blacksmith|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Levy Hall|Master Workshop|War College,7,18
"Sgt/ShortSword+Longbow/Targe/Cloth (TY) [(RInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Short Sword,Targe Shield,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1400,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Levy Hall|Tiltyard|War College,7,9
"Sgt/Spears/Targe/FullPlate [OuInPoI, (EInd, EProw, NPie, SCun), Serr, Temp]|M7",Sergeant,Spears,Targe Shield,Full Plate,,False,25,"Parry,Tempered,Serrated,confers:Blocked,Immune Blocked,Outrider: once,confers:Strain",1000,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Furnace|Gilded Foundry|Joinery|Levy Hall|Master Workshop|Outrider Intercept Post|Tannery|War College,7,22
"Sgt/FarmTools/Targe/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Temp]|M7",Sergeant,Farm Tools,Targe Shield,Full Plate,,False,25,"Immune Blocked,Parry,Nimble,Tempered",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Joinery|Levy Hall|Stable|Tannery|War College,7,12
"Sgt/Arming+Javelin/Tower/Cloth (TY) [RoPaM, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte]|M7",Sergeant,Arming Sword,Tower Shield,Cloth,Javelin,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Parry,Drilled,Riposte,Florentine",1400,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Joinery|Levy Hall|Royal Pavilion|Tiltyard|War College,7,16
"Sgt/Arming+Longbow/Tower/Cloth (TY) [RoPaM, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte]|M7",Sergeant,Arming Sword,Tower Shield,Cloth,Longbow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Parry,Drilled,Riposte,Florentine",1400,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Joinery|Levy Hall|Royal Pavilion|Tiltyard|War College,7,16
"Sgt/Arming/Tower/Leather [(EInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Arming Sword,Tower Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",600,,False,Academy|Animal Husbandry|Blacksmith|Butchery|Carpentry|Conditioning Field|Forge|Furnace|Joinery|Levy Hall|Tannery|War College,7,12
"Sgt/2HBastard+Longbow/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,2HBastard,,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Levy Hall|Tiltyard|War College,7,12
"Sgt/Cavalry Spear/Buckler/Chain [RoPaM, (RInd, SProw, NPie, NCun), Parry +1]|M7",Sergeant,Cavalry Spear,Buckler Shield,Chainmail,,False,25,"Parry +1,Parry,Drilled,Immune Blocked,Immune Strain",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Furnace|Grand Tournament|Joinery|Levy Hall|Royal Pavilion|Tannery|Tiltyard|War College,7,13
"Sgt/Daggers/Chain [OuInPoI, (RInd, EProw, NPie, SCun), Recover 8]|M7",Sergeant,Daggers,,Chainmail,,False,25,"Parry,Recover 8,confers:Blocked,Immune Blocked,Outrider: once,confers:Strain",1400,,False,Academy|Animal Husbandry|Apothecary|Armory|Blacksmith|Furnace|Herb Garden|Levy Hall|Outrider Intercept Post|Tannery|War College,7,19
"Sgt/WarHammer/Leather [(EInd, EProw, NPie, NCun), Nimble, Recover 8]|M7",Sergeant,War Hammer,,Leather,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1600,,False,Academy|Animal Husbandry|Apothecary|Blacksmith|Conditioning Field|Forge|Furnace|Herb Garden|Levy Hall|Tannery|War College,7,12
"Sgt/Morningstar+Crossbow/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Morningstar,,Cloth,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Levy Hall|Tiltyard|War College,7,12
"Sgt/Cudgel+HuntBow/Cloth (TY) [(NInd, EProw, NPie, RCun), Florentine, ImmU, Nimble, Parry +1, Poison, Riposte]|M7",Sergeant,Cudgel,,Cloth,Hunting Bow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Poison,Parry,Riposte,Florentine",1500,,False,Academy|Alchemy|Carpentry|Coliseum|Conditioning Field|Fletchery|Grand Tournament|Levy Hall|Tiltyard|Toxicarium|War College,7,9
"Sgt/Lance/Kite/FullPlate [(EInd, EProw, NPie, RCun), Nimble, Poison, Temp]|M7",Sergeant,Lance,Kite Shield,Full Plate,,False,25,"Nimble,Parry,Tempered,Immune Blocked,Poison",1100,,False,Academy|Alchemy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Gilded Foundry|Joinery|Levy Hall|Tannery|Toxicarium|War College,7,15
"Sgt/FarmTools/Kite/Chain [(RInd, EProw, NPie, RCun), Nimble, Poison]|M7",Sergeant,Farm Tools,Kite Shield,Chainmail,,False,25,"Immune Blocked,Parry,Nimble,Poison",1100,,False,Academy|Alchemy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Joinery|Levy Hall|Tannery|Toxicarium|War College,7,12
"Sgt/Cudgel+Crossbow/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Cudgel,,Cloth,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Levy Hall|Tiltyard|War College,7,12
"Sgt/Flail+Crossbow/Tower/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Flail,Tower Shield,Cloth,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1400,,False,Academy|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Levy Hall|Tiltyard|War College,7,12
"Sgt/ShortSword/Tower/Leather [(EInd, EProw, NPie, NCun), Nimble, Parry +1, Riposte, Serr]|M7",Sergeant,Short Sword,Tower Shield,Leather,,False,25,"Parry +1,Nimble,Parry,Serrated,Riposte,Immune Blocked",1200,,False,Academy|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Grand Tournament|Joinery|Levy Hall|Master Workshop|Tannery|War College,7,12
"Sgt/Arming/Tower/FullPlate [MiMiStM, (EInd, SProw, NPie, NCun), Temp]|M7",Sergeant,Arming Sword,Tower Shield,Full Plate,,False,25,"Parry +1,Immune Blocked,MaxInit3,Init +1,Parry,Seize: first,Tempered,Crit 8",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Forge|Furnace|Gilded Foundry|Joinery|Levy Hall|Ministry of Military Strategy|Stable|Tannery|University|War College,7,16
"Sgt/Morningstar/Tower/Cloth [(EInd, EProw, NPie, NCun), Nimble, Recover 8]|M7",Sergeant,Morningstar,Tower Shield,Cloth,,False,25,"Immune Blocked,Parry,Nimble,Recover 8",1600,,False,Academy|Apothecary|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Herb Garden|Joinery|Levy Hall|War College,7,12
"Sgt/Lance/Kite/Cloth [RoPaI, (EInd, SProw, NPie, NCun)]|M7",Sergeant,Lance,Kite Shield,Cloth,,False,25,"Immune Blocked,Parry,Immune Strain",1200,,False,Academy|Armory|Blacksmith|Carpentry|Forge|Furnace|Joinery|Levy Hall|Royal Pavilion|Stable|Tannery|War College,7,16
"Sgt/Halberd/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Recover 8, Temp]|M7",Sergeant,Halberd,,Full Plate,,False,25,"Nimble,Parry,Recover 8,Tempered,Immune Blocked",1400,,False,Academy|Animal Husbandry|Apothecary|Armory|Blacksmith|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Levy Hall|Tannery|War College,7,12
"Sgt/Spears/Targe/FullPlate [OuInPoI, (EInd, EProw, NPie, SCun), Poison, Temp]|M7",Sergeant,Spears,Targe Shield,Full Plate,,False,25,"Parry,Tempered,confers:Blocked,Immune Blocked,Outrider: once,confers:Strain,Poison",1100,,False,Academy|Alchemy|Animal Husbandry|Armory|Blacksmith|Carpentry|Furnace|Gilded Foundry|Joinery|Levy Hall|Outrider Intercept Post|Tannery|Toxicarium|War College,7,22
"Sgt/ShortSword/Tower/FullPlate [RoPaM, (EInd, SProw, NPie, NCun), Parry +1, Temp]|M7",Sergeant,Short Sword,Tower Shield,Full Plate,,False,25,"Parry +1,Parry,Tempered,Drilled,Immune Blocked,Immune Strain",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Forge|Furnace|Gilded Foundry|Grand Tournament|Joinery|Levy Hall|Royal Pavilion|Tannery|Tiltyard|War College,7,16
"Sgt/Bastard/Tower/Leather [(EInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Bastard Sword,Tower Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",600,,False,Academy|Animal Husbandry|Blacksmith|Butchery|Carpentry|Conditioning Field|Forge|Furnace|Joinery|Levy Hall|Tannery|War College,7,12
"Sgt/HuntBow/Leather [(NInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Sergeant,Farm Tools,,Leather,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1400,,False,Academy|Animal Husbandry|Carpentry|Coliseum|Conditioning Field|Fletchery|Levy Hall|Tannery|Tiltyard|War College,7,6
"Sgt/Bastard/Tower/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Temp]|M7",Sergeant,Bastard Sword,Tower Shield,Full Plate,,False,25,"Immune Blocked,Parry,Nimble,Tempered",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Gilded Foundry|Joinery|Levy Hall|Stable|Tannery|War College,7,12
"Sgt/2HBastard/Chain [RoPaM, (EInd, SProw, NPie, NCun), Parry +1]|M7",Sergeant,2HBastard,,Chainmail,,False,25,"Parry +1,Parry,Drilled,Immune Blocked,Immune Strain",600,,False,Academy|Animal Husbandry|Armory|Blacksmith|Butchery|Forge|Furnace|Grand Tournament|Levy Hall|Royal Pavilion|Tannery|Tiltyard|War College,7,16
"Sgt/Poleaxe/FullPlate [ABFM, (SInd, EProw, NPie, NCun), Nimble, Parry +1, Riposte, Serr, Temp]|M7",Sergeant,Poleaxe,,Full Plate,,False,25,"ABF,Nimble,Parry +1,Serrated,Immune Blocked,Parry,Tempered,Riposte",700,,False,ABF|Academy|Animal Husbandry|Armory|Blacksmith|Coliseum|Conditioning Field|Forge|Furnace|Gilded Foundry|Grand Tournament|Levy Hall|Master Workshop|Stable|Tannery|War College,7,16
"Sgt/Lance/Kite/Leather [(EInd, EProw, NPie, NCun), Nimble]|M7",Sergeant,Lance,Kite Shield,Leather,,False,25,"Immune Blocked,Parry,Nimble",1200,,False,Academy|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Joinery|Levy Hall|Stable|Tannery|War College,7,12
"Sgt/Pitchfork/Cloth [(NInd, EProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Sergeant,Pitchfork,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Recover 6,Parry,Shake +1",700,,False,Academy|Alchemy|Animal Husbandry|Apothecary|Butchery|Conditioning Field|Herb Garden|Hospitaller|Infirmary|Levy Hall|Tannery|War College,7,12
"Sgt/Pitchfork/FullPlate [(EInd, EProw, NPie, NCun), Nimble, Recover 8, Temp]|M7",Sergeant,Pitchfork,,Full Plate,,False,25,"Nimble,Parry,Recover 8,Tempered,Immune Blocked",1400,,False,Academy|Animal Husbandry|Apothecary|Armory|Blacksmith|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Levy Hall|Tannery|War College,7,12
"Sgt/Halberd/Chain [MiMiStM, (RInd, SProw, NPie, NCun), Recover 8]|M7",Sergeant,Halberd,,Chainmail,,False,25,"Parry +1,Recover 8,Immune Blocked,MaxInit3,Init +1,Parry,Seize: first,Crit 8",1400,,False,Academy|Animal Husbandry|Apothecary|Armory|Blacksmith|Furnace|Herb Garden|Levy Hall|Ministry of Military Strategy|Tannery|University|War College,7,13
