name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"MaA/WarHammer/Chain [Outr:every, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Cond Field,Outrider: every",Random,37739,35094,13219,7998,94050,0.4013,0.3731,0.9150,0.5182,11.69,12.38,-0.69,1600,80000,471.74,9,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|Outrider Intercept Post|Outrider Mastery|Tannery
"MaA/2HBastard/Chain [Rend, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,,False,50,"Cond Field,Rend",Random,58307,45794,14490,859,119450,0.4881,0.3834,0.9928,0.5601,11.00,9.21,1.79,1400,70000,832.96,5,9,Animal Husbandry|Armory|Coliseum|Forge|MWRend|Tannery
"MaA/WarHammer/Chain [Rend, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Cond Field,Rend",Random,42587,57729,18293,841,119450,0.3565,0.4833,0.9930,0.4245,7.05,13.42,-6.38,1400,70000,608.39,5,9,Animal Husbandry|Armory|Coliseum|Forge|MWRend|Tannery
"MaA/Crossbow/Chain [Rend, Cond+1]",Man-at-Arms,,,Chainmail,Crossbow,False,50,"Cond Field,Rend",Random,41100,58611,18922,817,119450,0.3441,0.4907,0.9932,0.4122,6.91,14.73,-7.81,1200,60000,685.00,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery
"MaA/2HBastard+Longbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,63128,41039,14424,859,119450,0.5285,0.3436,0.9928,0.6060,12.08,7.67,4.41,1200,60000,1052.13,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/2HBastard+Javelin/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,57632,45513,15417,888,119450,0.4825,0.3810,0.9926,0.5587,10.60,8.92,1.68,1200,60000,960.53,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,55631,47466,15502,851,119450,0.4657,0.3974,0.9929,0.5396,10.16,9.79,0.37,1200,60000,927.18,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,46791,54243,17500,916,119450,0.3917,0.4541,0.9923,0.4631,8.05,12.71,-4.66,1200,60000,779.85,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Longbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,46901,52574,19091,884,119450,0.3926,0.4401,0.9926,0.4715,7.96,10.54,-2.58,1200,60000,781.68,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Javelin/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,43245,56136,19125,944,119450,0.3620,0.4700,0.9921,0.4351,7.23,12.17,-4.95,1200,60000,720.75,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,42566,57133,18904,847,119450,0.3563,0.4783,0.9929,0.4269,7.08,13.13,-6.05,1200,60000,709.43,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard
"MaA/Lance/Scutum/Chain [Rend, Cond+1]",Man-at-Arms,Lance,Scutum Shield,Chainmail,,False,50,"Cond Field,Rend",Random,65652,21084,31829,885,119450,0.5496,0.1765,0.9926,0.7569,13.24,3.74,9.50,1200,60000,1094.20,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Forge|Joinery|MWRend|Stable|Tannery
"MaA/Lance3/Scutum/Chain [Rend, Cond+1]",Man-at-Arms,Lance3,Scutum Shield,Chainmail,,False,50,"Cond Field,Rend",Random,65665,21135,31776,874,119450,0.5497,0.1769,0.9927,0.7565,13.23,3.74,9.48,1200,60000,1094.42,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Forge|Joinery|MWRend|Stable|Tannery
"MaA/Cavalry Spear/Scutum/Chain [Rend, Cond+1]",Man-at-Arms,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"Cond Field,Rend",Random,55105,25948,37497,900,119450,0.4613,0.2172,0.9925,0.6799,11.43,5.63,5.80,1200,60000,918.42,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Forge|Joinery|MWRend|Stable|Tannery
"MaA/Lance+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,49462,50737,18386,865,119450,0.4141,0.4248,0.9928,0.4936,8.58,10.13,-1.54,1200,60000,824.37,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,49437,50736,18404,873,119450,0.4139,0.4247,0.9927,0.4935,8.57,10.10,-1.52,1200,60000,823.95,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,42302,57006,19241,901,119450,0.3541,0.4772,0.9925,0.4260,7.42,13.42,-5.99,1200,60000,705.03,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance+Longbow/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance,Scutum Shield,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,72527,17572,28484,867,119450,0.6072,0.1471,0.9927,0.8050,15.00,2.94,12.06,1000,50000,1450.54,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance3+Longbow/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance3,Scutum Shield,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,72455,17526,28607,862,119450,0.6066,0.1467,0.9928,0.8052,14.97,2.93,12.04,1000,50000,1449.10,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Longbow/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Cavalry Spear,Scutum Shield,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,61358,22177,35057,858,119450,0.5137,0.1857,0.9928,0.7345,12.72,4.23,8.48,1000,50000,1227.16,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance+Javelin/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,66407,20649,31486,908,119450,0.5559,0.1729,0.9924,0.7628,13.43,3.59,9.84,1000,50000,1328.14,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance3+Javelin/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Lance3,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,66468,20427,31664,891,119450,0.5565,0.1710,0.9925,0.7649,13.42,3.57,9.84,1000,50000,1329.36,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Javelin/Scutum/Chain (TY) [ImmU, Rend, Cond+1]",Man-at-Arms,Cavalry Spear,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,56977,24843,36746,884,119450,0.4770,0.2080,0.9926,0.6964,11.74,5.02,6.72,1000,50000,1139.54,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|MWRend|Stable|Tannery|Tiltyard
"MaA/2HBastard+Longbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Chainmail,Longbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,73120,36005,4323,852,114300,0.6397,0.3150,0.9925,0.6701,15.14,7.31,7.83,1200,60000,1218.67,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Javelin/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,69184,39617,4641,858,114300,0.6053,0.3466,0.9925,0.6359,13.90,8.40,5.51,1200,60000,1153.07,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,68644,40250,4578,828,114300,0.6006,0.3521,0.9928,0.6304,13.85,8.69,5.16,1200,60000,1144.07,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,61483,46010,5944,863,114300,0.5379,0.4025,0.9924,0.5720,11.62,11.19,0.44,1200,60000,1024.72,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Longbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Chainmail,Longbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,62347,44889,6185,879,114300,0.5455,0.3927,0.9923,0.5814,11.56,9.89,1.67,1200,60000,1039.12,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Javelin/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,59053,47750,6589,908,114300,0.5166,0.4178,0.9921,0.5529,10.79,11.24,-0.45,1200,60000,984.22,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,58987,47982,6482,849,114300,0.5161,0.4198,0.9926,0.5514,10.83,11.49,-0.65,1200,60000,983.12,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/Lance+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,65933,42322,5168,877,114300,0.5768,0.3703,0.9923,0.6091,12.86,8.82,4.04,1200,60000,1098.88,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,65898,42302,5209,891,114300,0.5765,0.3701,0.9922,0.6090,12.86,8.86,4.00,1200,60000,1098.30,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/Chain (TY) [Drilled, Nimble, Cond+1, Rend, ImmU, Immune Strain]",Man-at-Arms,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,58971,48146,6317,866,114300,0.5159,0.4212,0.9924,0.5505,11.32,11.71,-0.40,1200,60000,982.85,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/2HBastard/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,,False,50,"Cond Field,Outrider: once,Rend",Random,42228,37132,13141,1549,94050,0.4490,0.3948,0.9835,0.5321,10.75,9.77,0.98,1400,70000,603.26,8,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|MWRend|Outrider Intercept Post|Tannery
"MaA/WarHammer/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Cond Field,Outrider: once,Rend",Random,28401,47801,16282,1566,94050,0.3020,0.5083,0.9833,0.3727,6.67,13.92,-7.25,1400,70000,405.73,8,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|MWRend|Outrider Intercept Post|Tannery
"MaA/Crossbow/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,,,Chainmail,Crossbow,False,50,"Cond Field,Outrider: once,Rend",Random,26565,49284,16675,1526,94050,0.2825,0.5240,0.9838,0.3502,6.39,15.64,-9.25,1200,60000,442.75,10,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|MWRend|Outrider Intercept Post|Tannery
"MaA/Lance/Scutum/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,Lance,Scutum Shield,Chainmail,,False,50,"Cond Field,Outrider: once,Rend",Random,48763,16272,27405,1610,94050,0.5185,0.1730,0.9829,0.7498,12.45,4.18,8.27,1200,60000,812.72,10,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Forge|Joinery|MWRend|Outrider Intercept Post|Stable|Tannery
"MaA/Lance3/Scutum/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,Lance3,Scutum Shield,Chainmail,,False,50,"Cond Field,Outrider: once,Rend",Random,48444,16504,27538,1564,94050,0.5151,0.1755,0.9834,0.7459,12.37,4.18,8.19,1200,60000,807.40,10,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Forge|Joinery|MWRend|Outrider Intercept Post|Stable|Tannery
"MaA/Cavalry Spear/Scutum/Chain [Outr:once, Rend, Cond+1]",Man-at-Arms,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"Cond Field,Outrider: once,Rend",Random,38788,20873,32805,1584,94050,0.4124,0.2219,0.9832,0.6501,10.03,6.20,3.83,1200,60000,646.47,10,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Forge|Joinery|MWRend|Outrider Intercept Post|Stable|Tannery
"MaA/2HBastard/Chain [Rend, Outr:every, Cond+1]",Man-at-Arms,2HBastard,,Chainmail,,False,50,"Cond Field,Outrider: every,Rend",Random,49247,25849,11529,7425,94050,0.5236,0.2748,0.9211,0.6558,15.25,8.45,6.80,1400,70000,703.53,10,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|MWRend|Outrider Intercept Post|Outrider Mastery|Tannery
"MaA/WarHammer/Chain [Rend, Outr:every, Cond+1]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Cond Field,Outrider: every,Rend",Random,38265,34764,13157,7864,94050,0.4069,0.3696,0.9164,0.5240,11.81,11.54,0.27,1400,70000,546.64,10,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|MWRend|Outrider Intercept Post|Outrider Mastery|Tannery
"MaA/2HBastard/FullPlate [GF, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Cond Field,GF Armor",Random,58457,30201,29937,855,119450,0.4894,0.2528,0.9928,0.6594,11.20,6.88,4.32,1200,60000,974.28,5,9,Animal Husbandry|Armory|Coliseum|Forge|Gilded Foundry|Levy Hall|Tannery
"MaA/WarHammer/FullPlate [GF, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Cond Field,GF Armor",Random,44601,37440,36475,934,119450,0.3734,0.3134,0.9922,0.5436,8.30,11.25,-2.95,1200,60000,743.35,5,9,Animal Husbandry|Armory|Coliseum|Forge|Gilded Foundry|Levy Hall|Tannery
"MaA/Bastard/Tower/FullPlate [GF, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,,False,50,"Cond Field,GF Armor",Random,57203,13376,47864,1007,119450,0.4789,0.1120,0.9916,0.8105,13.77,4.78,8.99,1200,60000,953.38,6,9,Animal Husbandry|Armory|Carpentry|Coliseum|Forge|Gilded Foundry|Joinery|Tannery
"MaA/Longbow/FullPlate [GF, Cond+1]",Man-at-Arms,,,Full Plate,Longbow,False,50,"Cond Field,GF Armor",Random,88031,13437,17127,855,119450,0.7370,0.1125,0.9928,0.8676,19.32,2.61,16.71,1200,60000,1467.18,6,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery
"MaA/Crossbow/FullPlate [GF, Cond+1]",Man-at-Arms,,,Full Plate,Crossbow,False,50,"Cond Field,GF Armor",Random,44753,37337,36426,934,119450,0.3747,0.3126,0.9922,0.5452,8.48,11.83,-3.35,1200,60000,745.88,6,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery
"MaA/Crossbow/Tower/FullPlate [GF, Cond+1]",Man-at-Arms,,Tower Shield,Full Plate,Crossbow,False,50,"Cond Field,GF Armor",Random,57245,13360,47984,861,119450,0.4792,0.1118,0.9928,0.8108,13.74,4.97,8.76,1000,50000,1144.90,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Tannery
"MaA/2HBastard+Longbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,63300,26540,28721,889,119450,0.5299,0.2222,0.9926,0.7046,12.36,5.60,6.76,1200,60000,1055.00,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,58922,29245,30426,857,119450,0.4933,0.2448,0.9928,0.6683,11.19,6.42,4.77,1200,60000,982.03,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,55562,31178,31830,880,119450,0.4651,0.2610,0.9926,0.6406,10.44,7.30,3.14,1200,60000,926.03,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,52168,33148,33253,881,119450,0.4367,0.2775,0.9926,0.6115,9.70,8.14,1.56,1200,60000,869.47,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,51224,32163,35118,945,119450,0.4288,0.2693,0.9921,0.6143,9.52,6.80,2.72,1200,60000,853.73,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,48442,34705,35404,899,119450,0.4055,0.2905,0.9925,0.5826,8.95,7.86,1.09,1200,60000,807.37,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,47018,35501,35991,940,119450,0.3936,0.2972,0.9921,0.5698,8.78,8.80,-0.01,1200,60000,783.63,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard
"MaA/Bastard+Longbow/Tower/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,57659,12932,47895,964,119450,0.4827,0.1083,0.9919,0.8168,13.81,3.23,10.58,1000,50000,1153.18,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Tannery|Tiltyard
"MaA/Bastard+Javelin/Tower/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,57411,13229,47858,952,119450,0.4806,0.1107,0.9920,0.8127,13.77,3.55,10.22,1000,50000,1148.22,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Tannery|Tiltyard
"MaA/Bastard+Crossbow/Tower/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,57293,13225,48034,898,119450,0.4796,0.1107,0.9925,0.8125,13.74,4.04,9.70,1000,50000,1145.86,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,57434,29428,31703,885,119450,0.4808,0.2464,0.9926,0.6612,10.60,5.91,4.69,1200,60000,957.23,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,57226,29354,31940,930,119450,0.4791,0.2457,0.9922,0.6610,10.60,5.92,4.68,1200,60000,953.77,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/FullPlate (TY) [ImmU, GF, Cond+1]",Man-at-Arms,Cavalry Spear,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,49620,33904,35026,900,119450,0.4154,0.2838,0.9925,0.5941,9.46,7.99,1.47,1200,60000,827.00,7,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Stable|Tannery|Tiltyard
"MaA/2HBastard+Longbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,92701,15446,5300,853,114300,0.8110,0.1351,0.9925,0.8572,19.91,3.46,16.45,1200,60000,1545.02,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,90144,17572,5684,900,114300,0.7887,0.1537,0.9921,0.8369,18.65,3.98,14.67,1200,60000,1502.40,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,89641,17747,6066,846,114300,0.7843,0.1553,0.9926,0.8347,18.62,3.99,14.62,1200,60000,1494.02,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
